"palabra","positivo","negativo","sentimiento"
"bonitos zapatos justos anchura recomendable talla tocó solicitar cambio medida u recomiendo producto publicada originalmente adidascom",1,0,1
"boost relativamente bueno comodas bonitas novia fascinan u recomiendo producto publicada originalmente adidascom",4,0,1
"botella buen plástico falta potencia licuados relación precio calidad cumple",1,2,0
"boxet cumpliò creces expectativas baúl permite guardar muchas cosas cree cama cómoda have buena calidad u recomiendo producto",1,0,1
"boxet excelente calidad permite ahorrar espacio tener compartimento guardar ropa cama u recomiendo producto",2,0,1
"brazo tipo hidráulico sostener cama echó perder tiempo comprado nunca podido conseguir repuesto tampoco dado alguna solución comprar u recomiendo producto",0,4,0
"buen aparato todas tv smart tv podemos trasportar cualquier lugar cumple expectativas recomiendo",0,0,0
"buen articulo cumple excelente u recomiendo producto",1,0,1
"buen buenami suegra pidió comprar freidora día hiso tres presas pollos demoró minutos grasa hiso chuletas papa fritas ect tan crujientes después saqué dejé agua caliente lavar quix esponja sale grasa impecable maravilloso recomiendo u recomiendo producto",7,2,1
"buen cable cargar certificado apple ser original si caro dura u recomiendo producto",0,1,0
"buen calce ajusta bien cuerpo haciendo buena figura talla corresponde color negro u recomiendo producto",0,3,0
"buen calce apretado arriba talla chica ambos colores encantó u recomiendo producto",0,0,0
"buen calce azul ido destiñendo bastante bien precio gusta presillas cinturón",1,0,1
"buen calce buen material quedo perfecto u recomiendo producto",1,0,1
"buen calce buenos bonitos baratos bbb recomendados u recomiendo producto",0,0,0
"buen calce color coincide foto gusto producto",1,0,1
"buen calce cómodo tiro alto feliz comprá",2,2,0
"buen calce cómodos compré talla habitual u recomiendo producto",0,0,0
"buen calce cómodos económicos destiñen después lavados u recomiendo producto",0,0,0
"buen calce elasticados u recomiendo producto",0,0,0
"buen calce excelente precio calidad u recomiendo producto",1,0,1
"buen calce generalmente ahora quedó perfecto u recomiendo producto",2,0,1
"buen calce guiense tabla tallas encanto",1,0,1
"buen calce material elasticado cómodo excelente compra recomiendo u recomiendo producto",1,0,1
"buen calce tiro alto grueso misma talla u recomiendo producto",0,1,0
"buen calce ven lindos puesto u recomiendo producto",0,0,0
"buen calze súper elasticados pedí quedo grande cambie quedo perfecto u recomiendo producto",2,0,1
"buen calze sybilla generalmente compre quedo súper tela elasticada ajusta bien cuerpo u recomiendo producto",0,0,0
"buen colchón además alta buena barrer debajo calificó estrellas respaldo débil",0,0,0
"buen colchón anatómico deforma cómodo u recomiendo producto",0,0,0
"buen colchón así base dado suena si hecho madera verde luego secó",3,0,1
"buen colchón cómodo persona problemas físicos ayuda dormir relajados almohadas super cómodas blandas",4,0,1
"buen colchón cómodo recomendable excelente producto u recomiendo producto",2,0,1
"buen colchon dormir relajado u recomiendo producto",0,0,0
"buen colchón empalizado base frágil delgados palos tercer día quebró larguero lado exterior",0,0,0
"buen colchon espero cumpla espectativas relacion preciomarca",0,0,0
"buen colchón excelente calidad u recomiendo producto",1,0,1
"buen colchón gran grosor buen material u recomiendo producto",0,0,0
"buen colchón gustado cierre funda envuelve poder lavarla buena idea u recomiendo producto",2,0,1
"buen colchón ideal qhe cuerpo necesita descansar u recomiendo producto",0,0,0
"buen colchón permite descanso confortable u recomiendo producto",0,0,0
"buen colchon problema q parte abajo fea si pones faldon puedes abrir cama abajo u recomiendo producto",0,1,0
"buen colchón recomendable",2,0,1
"buen colchon sacar funda colchón trae cierre puede lavar firmeza cómodo recomiendo totalmente u recomiendo producto",4,0,1
"buen colchón suave tampoco duro término medio perfecto",2,2,0
"buen colchón suena rechina u recomiendo producto",0,0,0
"buen colchóncómodo livianolo recomiendo confianza u recomiendo producto",2,0,1
"buen complemento ipad programas diseño dibujo excelente publicada originalmente falabellacomco",2,0,1
"buen computador funciona bien doy estrellas envío demoro atrasaron muchas veces llegó fecha debía haber llegado u recomiendo producto",0,0,0
"buen computador mejor facilita trabajo rápido tener cuenta entrada hdmi así comprar adaptador memoria poca momento necesitado almacena casi icloud probablemente necesite comprar disco externo",3,1,1
"buen computador rápido almacenamiento podría ser bien precio puede complementar disco externo conforme además rápido entrega tienda aunque persona realmente comprobara computador funcionaba recomiendo todas maneras chequearlo tienda",2,0,1
"buen computador rapido comodo inteligente necesito espectacular",2,0,1
"buen computador super rápido práctico liviano lindo diseño feliz compra notum calidad u recomiendo producto",2,0,1
"buen corchon firme base excelente calidad",3,0,1
"buen día necesito contacten conmigo via email necesito cotización formal producto buen día u recomiendo producto",0,0,0
"buen diseño bien práctico acostumbrada camas blandas primeros días sentí dura acostumbras das cuenta duermes bien ser rígida ayuda tener buena posición espalda ahora puedo dejar visitas queden dormir problemas ocupar espacio satisfecha producto único malo protectores plástico orillas doblan fácilmente si pasan llevar u recomiendo producto",4,3,1
"buen diseño buena presentación cómodo u recomiendo producto publicada originalmente adidascom",0,0,0
"buen diseño demasiado cómodas dan buena amortiguación pie u recomiendo producto publicada originalmente adidascom",0,0,0
"buen diseño puedes combinarlas facilidad tan comodas caminar u recomiendo producto publicada originalmente adidascom",1,0,1
"buen electrodoméstico practico cómodo totalmente satisfecha producto horno potente momento dado ningún problema recomiendo u recomiendo producto",2,2,0
"buen equipo aún juegos sirve calienta usarlo programas súper bien u recomiendo producto",0,0,0
"buen equipo costo calidad insuperable recomiendo u recomiendo producto",0,1,0
"buen equipo excelente velocidad",1,0,1
"buen equipo mejor defectuoso teclado mariposa causa problemas u recomiendo producto",0,2,0
"buen equipo pan queda bien hecho varios modos gustos ahora meses uso ningún fallo u recomiendo producto",0,1,0
"buen equipo portable cumple expectativas envío acuerdo fechas comprometidas u recomiendo producto",3,0,1
"buen equipo único falta pantalla retina relación calidad precio buenísima u recomiendo producto",0,2,0
"buen funcionamiento amplio interiormente u recomiendo producto publicada originalmente sodimaccl",0,0,0
"buen funcionamiento asa permite buena manipulación ahora presentado signos oxidación creo único malo seria bullicioso",1,2,0
"buen gadget facil usar buen precio u recomiendo producto",0,0,0
"buen hervidor decora cocina funcional u recomiendo producto",0,0,0
"buen hervidor lleva medidor temperatura compré hace par meses feliz compra ahora funciona perfección estéticamente bellísimo u recomiendo producto",1,0,1
"buen horno calienta rápido parejo recomiendo u recomiendo producto",0,0,0
"buen horno calienta super rápido parejito mejor u recomiendo producto",0,0,0
"buen horno cumple bien función amplio fácil utilizar sólo recomiendo incluyan base alguna lámina desmontable facilitar limpieza escurre aceite pegado puede limpiar bien u recomiendo producto publicada originalmente sodimaccl",5,0,1
"buen horno cumple expectativas calienta bien funciones fáciles usar dimensiones ideales cocinas medianamente pequeñas",1,0,1
"buen horno cumple requerido u recomiendo producto publicada originalmente sodimaccl",0,0,0
"buen horno cumple u recomiendo producto publicada originalmente sodimaccl",0,0,0
"buen horno cumplió expectativas u recomiendo producto publicada originalmente sodimaccl",0,0,0
"buen horno debo decir conocia sabía iba segura ursus trotter pelín caro preferí thomas equivoqué funciona perfecto calor parejo buen grill fin excelente compra u recomiendo producto publicada originalmente sodimaccl",2,1,1
"buen horno funciona maravilla u recomiendo producto",2,0,1
"buen horno gran calidad facilidad funcionamiento",2,0,1
"buen horno ideal preparaciones diarias u recomiendo producto",0,0,0
"buen horno lamentablemente duró meses buen uso barras inferiores calentaron ma lastima horno barato",2,2,0
"buen horno precio económicolo recomendamos u recomiendo producto",0,0,0
"buen horno precio funciones bastante claras calienta cocina bastante bienrecomendable u recomiendo producto publicada originalmente sodimaccl",1,0,1
"buen horno recomiendo porciento u recomiendo producto",0,0,0
"buen horno tamaño ideal buen precio compré internet retiré tienda problemas",1,0,1
"buen horno tener parte trasera curva permite cocinar queques casi uso horno cocina permite preparar feliz compra u recomiendo producto",4,0,1
"buen jeans bien leggins compre talla talla quedo perfecto solo tiro medio alto especifican bien recomiendo u recomiendo producto",1,1,0
"buen jeans compre talla quedaron grandes asique recomiendo comprar misma talla siempre u recomiendo producto",0,0,0
"buen jeans compré tono ma oscuro súper lindo elasticado súper cómodo además grueso buena calidad tomé cuenta consejo comentarios compré talla menos principio sentí apretado uso soltó quedo perfect así recomiendo hacerlo",4,0,1
"buen jeans elasticado ayuda calce perfecto bonito diseño flores cortes gustan sutiles u recomiendo producto",3,0,1
"buen jeans have totalmente mom jeans dejaré medidas si alguna sirve estatura cadera cm cintura cm siempre sybilla compré vez leí comentarios comprar talla cintura quedado bien si cintura pequeña recomiendo compres talla tipo strench tela elástica caída rectum típica mom jeans lindo jeans hace bonota figura mom jeans u recomiendo producto",2,4,0
"buen laptop servido hija conectada clases comenzo encierro u recomiendo producto",1,0,1
"buen mac rápido abrir varias pestañas abiertas dificultad buen audio teclado cómodo batería maravillosa puede varios días cargar completamente recomendado",3,1,1
"buen material cómoda fácil armar recomiendo u recomiendo producto",0,0,0
"buen material excelente diseño precio insuperable u recomiendo producto publicada originalmente adidascom",1,1,0
"buen material pedí talla llegó talla u recomiendo producto",0,0,0
"buen material recomiendo llegó justo tiempo u recomiendo producto publicada originalmente adidascom",1,0,1
"buen notbook cómodo rápido batería deja desear ocupado ver clases hr volver cargarlo calienta bastante ojalas pueda cambiar",2,0,1
"buen pantalón elasticado así comprar talla correcta azul negro negro buen pantalón negro pegan pelitos instante negro pedí talla queda grande cintura ancho piernas quedó perfecto cintura apegado piernas así dependerá gustos u recomiendo producto",4,6,0
"buen pantalón encargue talla final termime comprando número adique fijarse medidas",0,0,0
"buen pdcto recomineda u recomiendo producto",0,0,0
"buen precio buena calidad altamente combinable u recomiendo producto",0,0,0
"buen precio excelente producto totalmente recomendado publicada originalmente falabellacomco",1,0,1
"buen precio lindo modelo cufffdmoda dejaron armada pieza mismos chicos despacho u recomiendo producto",2,0,1
"buen precio práctico buen material excelente compra recomendando",1,0,1
"buen produccto damaciado comodoyo esposa contentosgracias",0,0,0
"buen product recomendable u recomiendo producto",1,0,1
"buen producto acorde especificación comodo",2,0,1
"buen producto acorde precio colchón excelente calidad base firme fácil armado u recomiendo producto",10,2,1
"buen producto acuerdo valor u recomiendo producto",10,0,1
"buen producto ademas lindo estéticamente u recomiendo producto",1,0,1
